Web_Site_Member_ID,Master_Member_ID,API_GUID,Constituent_ID,Registration_Date,Approved_Site_Member,Date_Approved,Date_Last_Login,Member_Suspended,Last_Updated,Date_Membership_Expires,Membership,Has_Donated_Online,Date_Last_Donated,Has_Purchased_Online,Date_Last_Purchased,Has_Registered_Event_Online,Date_Last_Event_Reg,Username,Password,Member_Type_Code,Primary_Group_Code,Group_Codes,Gender,First_Name,Middle_Name,Last_Name,Nickname,Member_Name_Suffix,Member_Name_Title,Birthdate,Marriage_Status,Maiden_Name,Anniversary_Date,Spouse_Name,Email_Address,Email_Address_Alternate,Email_Bounced,Messenger_Type,Messenger_Handle,Home_Address_Line1,Home_Address_Line2,Home_City,Home_Location,Home_State_Abbrev,Home_Postal_Code,Home_Country,Personal_Website,Home_Phone_Country_Code,Home_Phone_Area_Code,Home_Phone,Mobile_Country_Code,Mobile_Area_Code,Mobile,Employer_Name,Professional_Title,Profession,Employer_Address_Line1,Employer_Address_Line2,Employer_City,Employer_Location,Employer_State_Abbrev,Employer_Postal_Code,Employer_Country,Employer_Website,Employer_Phone_Country_Code,Employer_Phone_Area_Code,Employer_Phone,Employer_Fax_Country_Code,Employer_Fax_Area_Code,Employer_Fax,Resume_Exists,Resume_Headline,Social_Organizations,Education_and_Experience,More_Personal_Info,Search_Identifier,Internal_Comments,Home_Address_Validated,Employer_Address_Validated,Date_Last_Renewed,Date_Effective_Membership_Expires,Import_Batch_ID,Career_Openings_Allowed,Members_Pages_Allowed,Additional_Seats_Allowed,intNameFormatNormal,YMCareers_Date_Last_Login,YMCareers_Date_Last_Job_Search,YMCareers_Date_Last_Job_Application,Number_of_Employees,Area_of_Expertise,Membership_Division,Age_Range,District_Size,ACTE_Number,County_-_Area,Liability_insurance,Years,ACTE_Expiration,Member_Area,Instructional_area
000190,,b6bf3a1f-c9fa-1e82-793c-fd5f319b9a0c,,2021-06-22 12:27:08,Yes,2021-06-28 09:54:21,,Yes,2021-06-27 15:57:28,2022-06-27 00:00:00,Associate,No,,Yes,2021-06-27 15:56:17,Yes,2021-06-27 15:56:18,user_00074,[REDACTED],Associate,,,,First00164,,Last00157,,,Ms.,1985-01-01,,,,,user00189@example.invalid,alt00050@example.invalid,No,,,[ADDR1_00071],,League City,Texas,TX,775XX,United States,,,,,,832,5550283,[ORG_00170],Teacher,Education,[EADDR1_00071],,League City,Texas,TX,775XX,United States,,,832,5550283,,832,5550283,No,,,,,srch_00001,,False,False,2021-06-27 15:57:28,2022-06-27 00:00:00,,0,0,0,466,,,,,Teacher ,Teacher,Under 30,Up to 500 students,,Harris - 6,,10,,2,Health Science|Career Development
000191,,f6dc5aa1-9f5d-d437-d315-8a29c7c482f8,,,No,,,No,2024-01-19 10:52:05,,,No,,No,,No,,,,,,,,First00079,,Last00178,,,,,,,,,user00190@example.invalid,,No,,,,,,,,,,,,,5550284,,,,[ORG_00171],Director of PEIMS,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000192,,ac5f9ab3-dc98-bb8a-7028-83430cae6944,,,No,,,No,2020-09-16 13:07:12,,,No,,No,,No,,,,,,,,First00165,,Last00179,,,,,,,,,user00191@example.invalid,,No,,,,,,,,,,,,,5550285,,,,[ORG_00131],Teacher ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000193,,c65bf816-5e2c-a53d-00f2-7a2ed067784f,,,No,,,No,2023-01-30 09:51:00,,,No,,No,,No,,,,,,,,First00130,,Last00180,,,,,,,,,user00192@example.invalid,,No,,,,,,,,,,,,,5550286,,,,[ORG_00172],CEO,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000194,,d98fae4e-566d-61a8-cfa9-80a91ea10c13,,,No,,,No,2025-05-23 17:42:27,,,No,,No,,No,,,,,,,,First00166,,Last00181,,,,,,,,,user00193@example.invalid,,No,,,,,,,,,,,,,5550287,,,,[ORG_00173],Career & Education Outreach Specialist,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000195,,0f59e334-424f-5838-1f13-ec92230f5cbd,,2026-04-14 14:34:00,No,,,Yes,2026-04-14 14:34:00,,,No,,No,,No,,user_00075,[REDACTED],Active,,,,First00167,,Last00182,,,Ms.,,,,,,user00194@example.invalid,alt00051@example.invalid,Yes,,,[ADDR1_00072],,Jacksonville,Texas,TX,751XX,United States,,,,,,903,5550288,[ORG_00174],Counselor,,[EADDR1_00072],,Larue,Texas,TX,757XX,United States,,,903,5550289,,903,5550290,No,,,,,srch_00001,,False,False,,,,0,10,0,338,,,,,Guidance,Guidance,Under 60,Up to 500 students,,Henderson - 3,No,,,3,
000196,,9f1fa5dc-6008-8de0-c976-9562a6194e4a,,,No,,,No,2024-03-06 11:32:46,,,No,,No,,No,,,,,,,,First00168,,Last00148,,,,,,,,,user00195@example.invalid,,No,,,,,,,,,,,,,5550291,,,,[ORG_00175],Success Coach,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000197,,68114b2f-6bb9-97e9-82fe-cc4aa8cf3988,,2024-06-06 13:33:41,Yes,2024-06-25 18:32:57,,Yes,2024-06-25 18:32:52,2025-06-25 00:00:00,Administrator,No,,No,,No,,user_00076,[REDACTED],Active,,,,First00169,,Last00183,,,Mrs,,,,,,user00196@example.invalid,,No,,,[ADDR1_00073],,Humble,Texas,TX,773XX,United States,,,,,,713,5550292,[ORG_00176],Director,,[EADDR1_00073],,Houston,Texas,TX,770XX,United States,,,281,5550293,,281,5550294,No,,,,,srch_00001,,False,False,2024-06-25 18:32:52,2025-06-25 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 50,"Up to 10,000 students",,Houston - 5,No,,,5,
000198,,c03161aa-d556-2ff6-fad5-24941c95b008,,,No,,,No,2017-06-05 15:04:38,,,No,,No,,No,,,,,,,,First00031,,Last00184,,,,,,,,,user00197@example.invalid,,No,,,,,,,,,,,,,5550295,,,,[ORG_00115],College & Career Transition Center,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000199,,1ab9e4fb-d6c5-cbaf-482f-229006f872b0,,,No,,,No,2026-04-07 09:50:52,,,No,,No,,No,,,,,,,,First00170,,Last00185,,,,,,,,,user00198@example.invalid,,No,,,,,,,,,,,,,5550296,,,,[ORG_00177],Campus Principal - Gregory-Portland High School,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000200,,b55dc042-75a5-25b7-6875-3260a199d447,,2022-06-09 15:39:00,Yes,2022-07-05 16:47:00,2026-06-23 13:26:06,No,2025-10-08 18:28:12,2026-10-08 00:00:00,Administrator,No,,Yes,2026-06-22 13:44:05,Yes,2026-06-22 13:44:05,user_00077,[REDACTED],Active,,,,First00171,,Last00186,,,Mr.,,,,,,user00199@example.invalid,,No,,,[ADDR1_00074],,Van,Texas,TX,757XX,United States,,,,,,972,5550297,[ORG_00178],CTE Director,,[EADDR1_00074],,Van,Texas,TX,757XX,United States,,,903,5550298,,903,5550299,No,,,,,srch_00001,,False,False,2025-10-08 18:28:12,2026-10-08 00:00:00,,0,0,0,338,,,,,Teacher ,Administration,Under 40,"Up to 5,000 students",,Van Zandt - 3,Yes,,,3,
000201,,0422980e-4314-e464-98d6-ca356da317a8,,,No,,,No,2019-06-07 13:32:01,,,No,,No,,No,,,,,,,,First00172,,Last00187,,,,,,,,,user00200@example.invalid,,No,,,,,,,,,,,,,5550300,,,,[ORG_00087],Teacher ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000202,,0a16cf82-6751-3516-e274-f254c620eee1,,,No,,,No,2020-07-21 09:36:22,,,No,,No,,No,,,,,,,,First00173,,Last00188,,,,,,,,,user00201@example.invalid,,No,,,,,,,,,,,,,5550301,,,,[ORG_00179],FCS Teacher ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000203,,3fa6164e-7652-70c3-e83f-f354591cdd9f,,2024-03-07 16:44:36,Yes,2024-05-31 11:43:04,2025-03-24 17:25:17,Yes,2024-12-02 17:19:40,2025-05-31 00:00:00,Administrator,No,,Yes,2025-03-24 17:33:34,Yes,2025-03-24 17:33:35,user_00078,[REDACTED],Active,,,,First00174,,Last00189,Nick00015,,Ms.,,,,,,user00202@example.invalid,alt00052@example.invalid,No,,,[ADDR1_00075],,Grand Prairie,Texas,TX,750XX,United States,,,,,,682,5550302,[ORG_00180],CTE Program Manager,,[EADDR1_00075],,GRAND PRAIRIE,Texas,TX,750XX,United States,https://example.invalid/e00011,,972,5550303,,972,5550303,No,,,,,srch_00001,,False,True,2024-05-31 11:42:59,2025-05-31 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 50,"Up to 35,000 students",,Dallas - 2,No,,,2,
000204,,500b502d-9ce4-f78a-41e8-2a70f3584baa,,2023-05-26 00:00:00,Yes,2023-06-29 12:12:00,2026-07-13 16:11:25,No,2026-05-06 15:20:49,2027-04-26 00:00:00,Administrator,No,,Yes,2026-04-28 12:01:17,Yes,2026-04-28 12:01:17,user_00079,[REDACTED],Active,,,,First00175,M00003,Last00190,,,,,,,,,user00203@example.invalid,,No,,,[ADDR1_00076],,Aledo,Texas,TX,760XX,United States,,,,,,817,5550304,[ORG_00181],CTE Coordinator,,[EADDR1_00076],,Aledo,Texas,TX,760XX,United States,,,817,5550305,,817,5550306,No,,,,,srch_00001,,False,False,2026-05-06 15:20:00,2027-04-26 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 10,000 students",,Parker - 2,No,,,2,
000205,,5a6f491a-5e7e-bcaf-4977-0d96761cdb25,,,No,,,No,2020-03-12 15:16:50,,,No,,No,,No,,,,,,,,First00090,,Last00191,,,,,,,,,user00204@example.invalid,,No,,,,,,,,,,,,,5550307,,,,[ORG_00182],Professor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000206,,1b083f4f-33c6-29eb-b7ab-7991af0ed12e,,,No,,,No,2019-05-24 15:12:10,,,No,,No,,No,,,,,,,,First00054,,Last00192,,,,,,,,,user00205@example.invalid,,No,,,,,,,,,,,,,5550308,,,,[ORG_00183],Former High School Principal,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000207,,0e9ab813-c026-1bda-b649-40855598951a,,,No,,,No,2023-05-04 15:59:22,,,No,,No,,No,,,,,,,,First00176,,Last00089,,,,,,,,,user00206@example.invalid,,No,,,,,,,,,,,,,5550309,,,,[ORG_00184],"school counselor, cte coordinator",,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000208,,f027ea97-add2-72ba-467e-b64f1b63d910,,,No,,,No,2019-11-15 22:09:19,,,No,,No,,No,,,,,,,,First00177,,Last00193,,,,,,,,,user00207@example.invalid,,No,,,,,,,,,,,,,5550310,,,,[ORG_00185],Health Science Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000209,,f8b8a478-5d4c-c16a-1c84-2f3cdd89d2ef,,,No,,,No,2022-06-06 13:03:48,,,No,,No,,No,,,,,,,,First00178,,Last00194,,,,,,,,,user00208@example.invalid,,No,,,,,,,,,,,,,5550311,,,,[ORG_00186],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000210,,0b9b84a1-b44a-d4f9-e426-8f0a8c7c72ad,,,No,,,No,2024-10-29 10:29:08,,,No,,No,,No,,,,,,,,First00179,,Last00195,,,,,,,,,user00209@example.invalid,,No,,,,,,,,,,,,,5550312,,,,[ORG_00187],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000211,,0433941a-e3b0-65b0-d42b-bcd3d9d118c6,,2017-12-14 00:00:00,Yes,2018-01-04 14:38:57,2022-06-16 17:12:00,Yes,2023-06-12 13:59:19,2023-06-12 00:00:00,Active Leadership,No,,Yes,2021-07-13 13:02:54,Yes,2021-07-13 13:02:55,user_00080,[REDACTED],Active,,,,First00080,M00008,Last00196,,,Mr.,,,,,,user00210@example.invalid,alt00053@example.invalid,No,,,[ADDR1_00077],,Tyler,Texas,TX,757XX,United States,,,,,,903,5550313,[ORG_00188],Executive Director of College & Career,,[EADDR1_00077],,TYLER,Texas,TX,757XX,United States,,,903,5550314,,903,5550315,No,,,,,srch_00001,[REDACTED_FREETEXT],False,False,2022-06-01 13:35:00,2023-06-12 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 35,000 students",,Smith - 3,No,,,3,
000212,,5260a58a-bc8f-2887-5652-cb3a1cf27fbc,,2019-04-17 10:37:00,Yes,2019-10-07 14:30:00,2024-04-21 17:12:04,Yes,2024-07-30 02:34:04,2025-02-21 00:00:00,Administrator,No,,Yes,2023-10-31 13:37:03,Yes,2023-10-31 13:37:03,user_00081,[REDACTED],Active,,,,First00180,,Last00197,,,,,,,,,user00211@example.invalid,alt00054@example.invalid,No,,,[ADDR1_00078],,Port Arthur,Texas,TX,776XX,United States,,,,,,409,5550316,[ORG_00189],CTE Counselor,,[EADDR1_00078],,Port  Arthur,Texas,TX,776XX,United States,,,409,5550317,,409,5550318,No,,,,,srch_00001,,False,False,2024-02-21 12:47:08,2025-02-21 00:00:00,,0,0,0,338,,,,,Guidance,Guidance,60,"Up to 10,000 students",,Jefferson - 10,,,,10,
000213,,e1c656e8-0b4e-7195-6a30-7106fbe8f345,,2018-07-17 12:59:00,Yes,2018-07-17 13:33:49,,Yes,2019-09-03 09:53:46,2019-07-17 00:00:00,Associate,No,,Yes,2018-07-22 17:05:39,Yes,2018-07-22 17:05:41,user_00082,[REDACTED],Associate,,,,First00181,,Last00198,,,Mr,1952-01-01,,,,,user00212@example.invalid,alt00055@example.invalid,No,,,[ADDR1_00079],,Alvin,Texas,TX,775XX,United States,,,,,,832,5550319,[ORG_00190],Na,Education,[EADDR1_00079],,Alvin,Texas,TX,775XX,United States,,,832,5550319,,0,5550235,No,,,,,srch_00001,,False,False,2018-07-17 13:03:00,2019-07-17 00:00:00,,0,0,0,466,,,,,Teacher ,Teacher,60,Up to 500 students,,Brazoria - 6,,,,6,Career Development
000214,,10a6c056-72d0-a535-6778-25d8442701f7,,2024-01-09 10:09:00,Yes,2024-01-09 10:28:00,2025-01-10 12:11:49,Yes,2025-01-09 00:08:18,2026-01-09 00:00:00,Administrator,No,,Yes,2024-01-09 10:31:02,Yes,2024-01-09 10:31:02,user_00083,[REDACTED],Active,,,,First00182,,Last00199,,,Ms.,,,,,,user00213@example.invalid,,No,,,[ADDR1_00080],,Killeen,Texas,TX,765XX,United States,,,,,,254,5550320,[ORG_00191],Ex. Dir. for Elementary Schools,,[EADDR1_00080],,Killeen,Texas,TX,765XX,United States,,,254,5550321,,254,5550321,No,,,,,srch_00001,,False,False,2025-01-09 00:08:18,2026-01-09 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 40,"Up to 50,000 students",,Bell - 4,No,,,4,
000215,,b49355bc-d707-6646-f927-a878239e67d5,,2023-06-22 15:23:00,Yes,2023-06-29 15:14:00,2024-04-09 22:19:37,Yes,2024-04-09 22:19:21,2024-06-29 00:00:00,Active Leadership,No,,Yes,2023-11-08 09:43:36,Yes,2023-11-08 09:43:37,user_00084,[REDACTED],Active,,,,First00183,,Last00200,,,Dr.,,,,,,user00214@example.invalid,,No,,,[ADDR1_00081],[ADDR2_00005],Grand Prairie,Texas,TX,750XX,United States,,,,,,214,5550322,[ORG_00192],Industry Partner Coordinator,,[EADDR1_00081],,Dallas,Texas,TX,752XX,United States,,,972,5550323,,972,5550323,No,,,,,srch_00001,,False,False,2023-06-29 15:14:00,2024-06-29 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 50,000 students",,Dallas - 2,,,,2,
000216,,8b516192-521e-1f3d-e8e3-0ac347ee7542,,,No,,,No,2020-04-29 09:27:04,,,No,,No,,No,,,,,,,,First00184,,Last00201,,,,,,,,,user00215@example.invalid,,No,,,,,,,,,,,,,5550324,,,,[ORG_00193],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000217,,b0c5b169-22ad-8aba-e989-ee14f34cfdcb,,,No,,,No,2020-01-17 15:41:17,,,No,,No,,No,,,,,,,,First00185,,Last00202,,,,,,,,,user00216@example.invalid,,No,,,,,,,,,,,,,5550325,,,,[ORG_00053],ASSOCIATE PRINCIPAL,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000218,,d111d0d8-a32e-8394-ed4a-c21589c5e59e,,2017-07-13 23:58:00,Yes,2017-07-13 23:58:21,2018-05-30 11:42:00,Yes,2019-12-10 13:38:52,2020-12-10 00:00:00,Active Instructional,No,,No,,No,,user_00085,[REDACTED],Teacher,,,,First00186,,Last00203,,,,,,,,,user00217@example.invalid,alt00056@example.invalid,No,,,,,Flower Mound,Texas,TX,750XX,United States,,,,,,865,5550326,[ORG_00194],Marketing Teacher,,[EADDR1_00082],,Grapevine,Texas,TX,760XX,United States,,,865,5550326,,,,No,,,,,srch_00001,,False,False,2019-12-10 13:38:52,2020-12-10 00:00:00,,0,0,0,338,,,,,Teacher ,Marketing Council,Under 40,"Up to 10,000 students",,Tarrant - 2,,,,2,Marketing
000219,,f299bf61-c5b7-8646-d93b-50a2dfb3d595,,,No,,,No,2024-02-28 16:00:13,,,No,,No,,No,,,,,,,,First00187,,Last00204,,,,,,,,,user00218@example.invalid,,No,,,,,,,,,,,,,5550327,,,,[ORG_00008],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000220,,165bff8d-ae70-88e6-5d67-026086247cf6,,,No,,,No,2026-04-14 15:04:02,,,No,,No,,No,,,,,,,,First00188,,Last00015,,,,,,,,,user00219@example.invalid,,No,,,,,,,,,,,,,5550328,,,,[ORG_00195],Criminal Justice Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000221,,afa5e39b-50fe-d12b-bf1f-f9634dbebb94,,2026-02-20 00:00:00,Yes,2026-02-21 11:27:19,2026-06-15 15:46:00,No,2026-02-24 09:11:09,2027-02-19 00:00:00,Teacher,No,,Yes,2026-03-11 13:33:49,No,2026-03-11 13:33:49,user_00086,[REDACTED],Teacher,,,,First00189,,Last00205,,,Mr,,,,,,user00220@example.invalid,alt00057@example.invalid,No,,,[ADDR1_00082],,Godley,Texas,TX,760XX,United States,,,,,,817,5550329,[ORG_00196],Criminal Justice Teacher,,[EADDR1_00083],,Godley,Texas,TX,760XX,United States,https://example.invalid/e00012,,817,5550330,,,,No,,,,,srch_00001,,False,False,2026-02-20 13:51:00,2027-02-19 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,Under 50,"Up to 50,000 students",,Johnson	 - 2,No,,,2,"Law, Public Safety and Security"
000222,,0067fd06-f15e-c01a-adc0-200faad03505,,,No,,,No,2016-06-17 11:55:24,,,No,,No,,No,,,,,,,,First00190,,Last00206,,,,,,,,,user00221@example.invalid,,No,,,,,,,,,,,,,5550331,,,,[ORG_00197],Health Science Instructor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000223,,4f7f20c1-e41d-6a4b-c1f4-d23c96fd7315,,2024-03-26 11:02:44,Yes,2024-07-09 16:27:18,2025-03-18 15:57:53,Yes,2024-07-09 16:27:13,2025-07-09 00:00:00,Teacher,No,,Yes,2024-05-24 12:59:49,Yes,2024-05-24 12:59:50,user_00087,[REDACTED],Teacher,,,,First00191,,Last00029,,,Mrs.,,,,,,user00222@example.invalid,alt00058@example.invalid,No,,,[ADDR1_00083],,Waco,Texas,TX,767XX,United States,,,,,,254,5550332,[ORG_00198],CTE Teacher,,[EADDR1_00084],[EADDR2_00006],Waco,Texas,TX,767XX,United States,,,254,5550332,,,,No,,,,,srch_00001,,False,False,2024-07-09 16:27:13,2025-07-09 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,Under 60,"Up to 10,000 students",,McLennan - 4,No,,,4,Business Management and Administration|Finance|Marketing
000224,,7237df8a-3e4b-c6d2-7fff-3426d24aa1a0,,,No,,,No,2023-06-23 15:21:17,,,No,,No,,No,,,,,,,,First00192,,Last00207,,,,,,,,,user00223@example.invalid,,No,,,,,,,,,,,,,5550333,,,,[ORG_00199],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000225,,2e029bdc-1fa0-a919-6c6d-ef35c3361b67,,,No,,,No,2025-02-09 17:39:16,,,No,,No,,No,,,,,,,,First00044,,Last00208,,,,,,,,,user00224@example.invalid,,No,,,,,,,,,,,,,5550334,,,,[ORG_00200],Education Specialist ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000226,,eb8b729b-031c-2b71-9d39-ddfeb9e3472b,,2016-08-18 11:56:00,Yes,2016-08-18 11:56:00,2026-06-17 01:38:03,No,2025-12-14 00:06:37,2026-12-14 00:00:00,Administrator,No,,Yes,2026-03-24 16:40:12,Yes,2026-03-24 16:40:12,user_00088,[REDACTED],Active,,,Female,First00193,,Last00209,,,Dr.,,,,,,user00225@example.invalid,alt00059@example.invalid,No,,,[ADDR1_00084],,Honey Grove,Texas,TX,754XX,United States,,,,,,580,5550335,[ORG_00201],NETCAT CTE Director,,[EADDR1_00085],,Commerce,Texas,TX,754XX,United States,,,580,5550335,,903,5550336,No,,,,,srch_00001,,False,False,2025-12-14 00:06:37,2026-12-14 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 50,"Up to 5,000 students",,Hunt - 2,No,,,2,
000227,,36a31f3e-bf05-07bc-ccaa-984445b602e4,,,No,,,No,2025-02-26 13:30:21,,,No,,No,,No,,,,,,,,First00064,,Last00210,,,,,,,,,user00226@example.invalid,,No,,,,,,,,,,,,,5550337,,,,[ORG_00056],Counselor High School CTE,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000228,,b9689b6d-d8ea-133d-34ec-a8dcaea5315f,,2019-04-11 11:21:51,Yes,2019-04-11 11:31:13,2019-04-26 16:02:44,Yes,2019-04-11 11:26:00,2020-04-11 00:00:00,Active Instructional,No,,Yes,2019-04-26 16:08:06,Yes,2019-04-26 16:08:07,user_00089,[REDACTED],Teacher,,,,First00194,,Last00211,,,,,,,,,user00227@example.invalid,alt00060@example.invalid,No,,,[ADDR1_00085],,Elgin,Texas,TX,786XX,United States,,,,,,254,5550338,[ORG_00202],Teacher,,[EADDR1_00086],,Lexington,Texas,TX,789XX,United States,,,254,5550338,,,,No,,,,,srch_00001,,False,False,2019-04-11 11:26:00,2020-04-11 00:00:00,,0,0,0,338,,,,,Teacher ,,Under 30,"Up to 5,000 students",,Lee - 4,Yes,,,4,"Arts, A/V Technology and Communication|Education and Training|Hospitality and Tourism"
000229,,41f4a4a6-d186-c04f-c131-356f48e939fe,,,No,,,No,2022-07-18 17:50:40,,,No,,No,,No,,,,,,,,First00195,,Last00212,,,,,,,,,user00228@example.invalid,,No,,,,,,,,,,,,,5550339,,,,[ORG_00203],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000230,,95d214d7-54eb-30f6-7438-3d0c71465ced,,,No,,,No,2016-05-23 12:03:39,,,No,,No,,No,,,,,,,,First00188,,Last00213,,,,,,,,,user00229@example.invalid,,No,,,,,,,,,,,,,5550340,,,,[ORG_00176],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000231,,eeb2198f-9527-0a27-d179-9a714f6fc734,,,No,,,No,2018-11-16 18:52:01,,,No,,No,,No,,,,,,,,First00021,,Last00214,,,,,,,,,user00230@example.invalid,,No,,,,,,,,,,,,,5550341,,,,[ORG_00144],Health Science Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000232,,cc3bd429-8acb-dc95-5cc9-6fa461cd0b3a,,,No,,,No,2023-10-04 12:30:52,,,No,,No,,No,,,,,,,,First00196,,Last00031,,,,,,,,,user00231@example.invalid,,No,,,,,,,,,,,,,5550342,,,,[ORG_00204],College and Career Readiness Counselor ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000233,,1a97322e-af8a-e3fb-f59e-3783de05ac90,,2026-03-14 10:21:33,No,,,Yes,2026-03-14 10:21:33,,,No,,Yes,2026-05-28 13:18:35,Yes,2026-05-28 13:18:00,user_00090,[REDACTED],Active,,,,First00144,,Last00215,,,,,,,,,user00232@example.invalid,,No,,,[ADDR1_00086],,Dallas,Texas,TX,752XX,United States,,,,,,409,5550343,[ORG_00205],Director of Healthcare Programs and Pathways,,[EADDR1_00087],,Dallas,Texas,TX,752XX,United States,,,409,5550343,,409,5550343,No,,,,,srch_00001,,False,False,,,,0,10,0,338,,,,,Administration,Administration,Under 40,"Up to 35,000 students",,Dallas - 2,,,,3,
000234,,a402f59b-2c6b-dda1-0371-506f271bdd5d,,,No,,,No,2021-02-02 18:10:06,,,No,,No,,No,,,,,,,,First00038,,Last00216,,,,,,,,,user00233@example.invalid,,No,,,,,,,,,,,,,5550344,,,,[ORG_00206],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000235,,757ce213-c7f7-d43f-35d1-65b1fa5afc01,,2025-11-03 00:00:00,Yes,2025-11-03 13:20:34,2025-11-13 12:56:24,No,2025-11-03 13:46:31,2026-11-02 00:00:00,Associate,No,,No,,No,,user_00091,[REDACTED],Associate,,,,First00197,,Last00217,,,Mr.,1966-01-01,,,,,user00234@example.invalid,alt00061@example.invalid,No,,,[ADDR1_00087],,Brenham,Texas,TX,778XX,United States,,,,,,281,5550345,[ORG_00207],Territory Manager,Education,[EADDR1_00088],,Brenham,Texas,TX,778XX,United States,,,281,5550345,,281,5550345,No,,,,,srch_00001,,False,False,2025-11-03 12:26:00,2026-11-02 00:00:00,,0,0,0,466,,,,,Administration,Not applicable,60,Not Applicable,,Brazos - 5,,,,5,"Agriculture, Food & Natural Resources|Architecture and Construction|Arts, A/V Technology and Communication|Business Management and Administration|Education and Training|Finance|Government and Public Administration|Health Science|Hospitality and Tourism|Human Services|Information Technology|Law, Public Safety and Security|Manufacturing|Marketing|STEM|Transportation, Distribution and Logistics|Career Development|Not Applicable"
000236,,7e2bf8b9-cadd-87dc-7800-c98d42dcb2db,,,No,,,No,2026-06-25 09:25:22,,,No,,No,,No,,,,,,,,First00198,,Last00218,,,,,,,,,user00235@example.invalid,,No,,,,,,,,,,,,,5550346,,,,[ORG_00124],CFO,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
